concept	facet	property	facet_property	cluster_label
soil pollution	remediation	cleanup	remediation: cleanup	1987
environmental liability	remediation	cleanup	remediation: cleanup	1987
water pollutant	remediation	removal	remediation: removal	1987
organic pollution	remediation	removal	remediation: removal	1987
environmental liability	remediation	clean-up	remediation: clean-up	1987
radioactive pollution	remediation	removal	remediation: removal	1987
metal pollution	remediation	restoration projects	remediation: restoration projects	1987
organic pollution	remediation	physical removal	remediation: physical removal	1987
water pollutant	remediation	environmental cleanup	remediation: environmental cleanup	1987
soil pollution	remediation	rehabilitation of contaminated sites	remediation: rehabilitation of contaminated sites	1988
polluted area	rehabilitation	rehabilitation of wildlife	rehabilitation: rehabilitation of wildlife	1988
polluter pays principle	principle in action	rehabilitation of affected areas	principle in action: rehabilitation of affected areas	1988
soil pollution	remediation	restoration of ecosystem	remediation: restoration of ecosystem	1988
environmental liability	remediation	restoration of habitats	remediation: restoration of habitats	1988
environmental liability	remediation	removal of pollutants	remediation: removal of pollutants	1988
organic pollution	remediation	reduction of pollutants	remediation: reduction of pollutants	1988
water pollutant	remediation	reduction of pollutants	remediation: reduction of pollutants	1988
environmental liability	remediation	rehabilitation of affected areas	remediation: rehabilitation of affected areas	1988
sewage sludge	disposal	wastewater reuse	disposal: wastewater reuse	1989
underground storage of waste	operation	waste acceptance criteria	operation: waste acceptance criteria	1989
organic pollution	remediation	wastewater treatment	remediation: wastewater treatment	1989
thermal pollution	causes	wastewater treatment	causes: wastewater treatment	1989
organic pollution	remediation	treatment plants	remediation: treatment plants	1989
water pollutant	remediation	treatment plants	remediation: treatment plants	1989
wastewater	disposal	wastewater reuse	disposal: wastewater reuse	1989
combustion gases	removal	biological treatment	removal: biological treatment	1989
thermal pollution	mitigation	water treatment	mitigation: water treatment	1989
organic pollution	remediation	waste management	remediation: waste management	1989
polluted area	remediation	waste management	remediation: waste management	1989
water resources	management	wastewater treatment	management: wastewater treatment	1989
eutrophication	mitigation	wastewater treatment	mitigation: wastewater treatment	1989
water resources	management	wastewater management	management: wastewater management	1989
water pollutant	remediation	wastewater management	remediation: wastewater management	1989
sewage sludge	treatment	dewatering	treatment: dewatering	1989
water pollutant	remediation	water purification	remediation: water purification	1989
organic pollution	remediation	water treatment	remediation: water treatment	1989
water pollutant	remediation	water treatment	remediation: water treatment	1989
soil pollution	remediation	waste management	remediation: waste management	1989
polluted area	remedies	restoration	remedies: restoration	1990
atmospheric pollutant	remedies	education	remedies: education	1990
environmental liability	remedies	regulatory compliance	remedies: regulatory compliance	1990
stagnant water	remedies	restoration	remedies: restoration	1990
environmental liability	remedies	restoration	remedies: restoration	1990
polluted area	remedies	prevention	remedies: prevention	1990
stagnant water	remedies	aeration	remedies: aeration	1990
stagnant water	remedies	maintenance	remedies: maintenance	1990
environmental liability	remedies	regulatory enforcement	remedies: regulatory enforcement	1990
nuisance	remedies	education	remedies: education	1990
environmental liability	remedies	litigation	remedies: litigation	1990
environmental liability	remedies	community engagement	remedies: community engagement	1990
nuisance	remedies	compensation	remedies: compensation	1990
nuisance	remedies	avoidance	remedies: avoidance	1990
nuisance	remedies	regulation	remedies: regulation	1990
environmental liability	remedies	compensation	remedies: compensation	1990
polluted area	remedies	regulatory measures	remedies: regulatory measures	1990
atmospheric pollutant	remedies	regulations	remedies: regulations	1990
metal pollution	remedies	regulations	remedies: regulations	1990
environmental liability	remedies	restorative justice	remedies: restorative justice	1990
stratospheric pollution	remedies	alternative substances	remedies: alternative substances	1990
polluted area	remedies	clean-up	remedies: clean-up	1990
stagnant water	remedies	filtration	remedies: filtration	1990
stagnant water	remedies	removal of obstructions	remedies: removal of obstructions	1990
nuisance	remedies	removal	remedies: removal	1990
stagnant water	remedies	cleaning	remedies: cleaning	1991
stagnant water	remedies	removing debris	remedies: removing debris	1991
stagnant water	remedies	drainage improvement	remedies: drainage improvement	1991
