concept	facet	property	facet_property	cluster_label
hazardous waste	handling requirements	sealed containers	handling requirements: sealed containers	1450
deposit on a polluting product	product	bottle	product: bottle	1450
deposit on a polluting product	products covered	plastic bottles	products covered: plastic bottles	1450
deposit on a polluting product	type of product	carton	type of product: carton	1450
deposit on a polluting product	type of product	glass jars	type of product: glass jars	1450
deposit on a polluting product	product	plastic bottles	product: plastic bottles	1450
deposit on a polluting product	product	package	product: package	1450
deposit on a polluting product	type of product	plastic bottle	type of product: plastic bottle	1450
deposit on a polluting product	product	can	product: can	1451
deposit on a polluting product	products affected	cans	products affected: cans	1451
deposit on a polluting product	type of product	aluminum cans	type of product: aluminum cans	1451
deposit on a polluting product	type of product	can	type of product: can	1451
deposit on a polluting product	products covered	aluminum cans	products covered: aluminum cans	1451
metal waste	composition	tin	composition: tin	1451
natural resources	availability	non-renewable	availability: non-renewable	1452
energy resources	characteristics	non-renewable	characteristics: non-renewable	1452
quality of the environment	natural resources	renewable energy	natural resources: renewable energy	1452
natural resources	renewable or non-renewable	renewable	renewable or non-renewable: renewable	1452
plant resources	non-renewable	no	non-renewable: no	1452
exhaustion of resources	type of resource	non-renewable	type of resource: non-renewable	1452
plant resources	characteristics	renewable	characteristics: renewable	1452
exploitation of resources	type of resource	non-renewable	type of resource: non-renewable	1452
exhaustion of resources	cause	non-renewable	cause: non-renewable	1452
energy resources	availability	non-renewable	availability: non-renewable	1452
exploitation of resources	type of resources	renewable resources	type of resources: renewable resources	1452
exhaustion of resources	type of resource	renewable	type of resource: renewable	1452
exploitation of resources	type of resource	renewable	type of resource: renewable	1452
greenhouse gas	scientific classification	non-renewable resource	scientific classification: non-renewable resource	1452
replacement of resources	method	replacing with renewable	method: replacing with renewable	1452
mineral resources	conservation	renewable	conservation: renewable	1452
energy resources	source	non-renewable	source: non-renewable	1452
energy resources	source	renewable	source: renewable	1452
energy resources	availability	renewable	availability: renewable	1452
natural resources	availability	renewable	availability: renewable	1452
energy resources	characteristics	renewable	characteristics: renewable	1452
energy resources	impact	non-renewable	impact: non-renewable	1452
plant resources	type	renewable resources	type: renewable resources	1452
exploitation of resources	types of resources	non-renewable	types of resources: non-renewable	1452
mineral resources	type	non-renewable	type: non-renewable	1452
conservation of resources	renewable vs non-renewable	non-renewable	renewable vs non-renewable: non-renewable	1452
conservation of resources	renewable vs non-renewable	renewable	renewable vs non-renewable: renewable	1452
renewable resources	renewable rate	non-replenished	renewable rate: non-replenished	1452
exploitation of resources	types of resources	renewable	types of resources: renewable	1452
renewable resources	renewable rate	replenished	renewable rate: replenished	1452
renewable resources	non-renewable	depletable	non-renewable: depletable	1452
quality of the environment	natural resources	renewable	natural resources: renewable	1452
resources of the sea	category	non-renewable	category: non-renewable	1452
natural resources	renewable or non-renewable	non-renewable	renewable or non-renewable: non-renewable	1452
natural resources	renewable	hydro	renewable: hydro	1452
natural resources	renewable	geothermal	renewable: geothermal	1452
resources of the sea	renewable	yes	renewable: yes	1452
replacement of resources	type	non-renewable	type: non-renewable	1452
energy resources	type	non-renewable	type: non-renewable	1452
plant resources	renewable	yes	renewable: yes	1452
replacement of resources	type	renewable	type: renewable	1452
energy resources	type	renewable	type: renewable	1452
natural resources	type	non-renewable	type: non-renewable	1452
renewable resources	advantages	renewable	advantages: renewable	1452
replacement of resources	nature	non-renewable resources	nature: non-renewable resources	1452
resources of the sea	renewable	no	renewable: no	1452
natural resources	type	renewable	type: renewable	1452
drinking water	category	essential resource	category: essential resource	1453
management of resources	types of resources	physical	types of resources: physical	1453
management of resources	resource type	material	resource type: material	1453
evaluation of resources	resource type	material	resource type: material	1453
evaluation of resources	resource type	physical	resource type: physical	1453
water	category	essential resource	category: essential resource	1453
water	category	resource	category: resource	1453
inflammable product	category	material	category: material	1453
evaluation of resources	type of resource	material	type of resource: material	1453
evaluation of resources	type of resources	material	type of resources: material	1453
conservation of resources	types of resources	materials	types of resources: materials	1453
replacement of resources	types of resources	materials	types of resources: materials	1453
management of resources	types of resources	material	types of resources: material	1453
evaluation of resources	resource type	human	resource type: human	1454
management of resources	resource type	human	resource type: human	1454
exploitation of resources	type of resource	human	type of resource: human	1454
evaluation of resources	type of resource	human	type of resource: human	1454
industrial hazard	source	person	source: person	1454
noise	source	human	source: human	1454
noise level	source	human	source: human	1454
evaluation of resources	type of resources	human	type of resources: human	1454
management of resources	types of resources	human	types of resources: human	1454
export of waste	type of waste	hazardous waste	type of waste: hazardous waste	1455
environmental liability	type	toxic waste	type: toxic waste	1455
export of waste	type of waste	hazardous	type of waste: hazardous	1455
unauthorised dumping	type of waste	hazardous	type of waste: hazardous	1455
toxic substance	type	hazardous waste	type: hazardous waste	1455
environmental liability	type	hazardous waste	type: hazardous waste	1455
hospital waste	type	hazardous waste	type: hazardous waste	1455
hospital waste	type	infectious waste	type: infectious waste	1455
dumping of waste	types of waste	hazardous	types of waste: hazardous	1455
waste disposal	types of waste	hazardous	types of waste: hazardous	1455
metal pollution	consequences	hazardous waste	consequences: hazardous waste	1455
waste incineration	type of waste	hazardous waste	type of waste: hazardous waste	1455
accidental pollution	type	hazardous waste	type: hazardous waste	1455
waste disposal	types	hazardous waste	types: hazardous waste	1455
waste management	types of waste	hazardous	types of waste: hazardous	1455
non-recoverable waste	types	hazardous waste	types: hazardous waste	1455
export of waste	waste type	metal	waste type: metal	1455
unauthorised dumping	types of waste	hazardous materials	types of waste: hazardous materials	1455
unauthorised dumping	type of waste	hazardous materials	type of waste: hazardous materials	1455
export of waste	types	hazardous waste	types: hazardous waste	1455
dumping of waste	type of waste	toxic	type of waste: toxic	1455
export of waste	waste type	hazardous	waste type: hazardous	1455
hospital waste	type	biohazardous	type: biohazardous	1455
waste disposal	types	non-hazardous waste	types: non-hazardous waste	1455
waste incineration	waste source	hazardous waste	waste source: hazardous waste	1455
non-recoverable waste	types	toxic waste	types: toxic waste	1455
dumping of waste	environmental impact	hazardous waste	environmental impact: hazardous waste	1455
polluted area	environmental impact	hazardous waste	environmental impact: hazardous waste	1455
