|concept|facet_property|cluster_label
67660|mass measure|method of measurement: calibration|3099
67661|scale test car|function: testing load capacity|3099
67662|volume measure|method: calibration|3099
67663|radar facility|maintenance: calibration|3099
67664|volume measure|methods of measurement: calibration|3099
67665|mass measure|conversion: different from|3100
67666|volume measure|conversion: different from|3100
67667|mass measure|conversion: used in everyday life|3100
67668|mass measure|conversion: consistent|3100
67669|volume measure|conversion: necessary|3100
67670|intentional process|outcome: adaptation|3100
67671|mass measure|conversion: requires conversion|3100
67672|volume measure|conversion: requires conversion|3100
67673|volume measure|conversion: between different types|3100
67674|volume measure|conversion: converts to|3100
67675|track gauge|conversion: often necessary|3100
67676|volume measure|conversion: requires conversion to|3100
67677|intentional process|outcomes: adaptation|3100
67678|volume measure|conversion: dependent on context|3100
67679|volume measure|conversion: can be converted|3100
67680|volume measure|methods: conversion|3100
67681|volume measure|conversion: possible|3100
67682|volume measure|conversion: can be converted to|3100
67683|mass measure|conversion: related to|3100
67684|volume measure|conversion: related to|3100
67685|track gauge|conversion: difficult and expensive|3100
67686|regulatory process|outcomes: compliance|3101
67687|regulatory process|steps: compliance|3101
67688|regulatory process|methods: compliance|3101
67689|ship register|used for: compliance|3101
67690|regulatory process|involves: compliance|3101
67691|regulatory process|outcome: compliance|3101
67692|signalling|response: adjustment|3101
67693|regulatory process|steps: approval|3101
67694|motor scooter|locations: parks|3102
67695|motor scooter|location: parks|3102
67696|land area|geographical context: park|3102
67697|transit stop|function: park|3102
67698|motor scooter|location: park|3102
67699|surfaced roadway|location: park|3102
67700|land area|context: park|3102
67701|emergency road vehicle|function: medical transport|3103
67702|emergency vehicle|function: medical transport|3103
67703|emergency road vehicle|purpose: medical transport|3103
67704|emergency vehicle|purpose: medical transport|3103
67705|emergency road vehicle|used for: transporting patients|3103
67706|turboprop airplane|use: medical transport|3103
67707|emergency road vehicle|uses: transporting patients|3103
67708|emergency road vehicle|function: medical transportation|3103
67709|emergency vehicle|function: medical transportation|3103
67710|emergency road vehicle|use: transporting patients|3103
67711|emergency road vehicle|function: transporting patients|3103
67712|emergency vehicle|function: transporting patients|3103
67713|vehicle crew|training: first aid|3104
67714|fire engine|used for: providing medical aid|3104
67715|emergency road vehicle|equipment: medic supplies|3104
67716|cab car|used for: medical emergencies|3104
67717|emergency vehicle|used for: medical emergencies|3104
67718|fire engine|used for: medical emergencies|3104
67719|emergency road vehicle|equipment: first aid kit|3104
67720|emergency vehicle|equipment: first aid kit|3104
67721|fire boat|equipment: first aid kit|3104
67722|vehicle crew|equipment: first aid kit|3104
67723|emergency road vehicle|features: first aid equipment|3104
67724|emergency vehicle|features: first aid equipment|3104
67725|emergency road vehicle|purpose: medical aid|3104
67726|flight deck|safety feature: first aid kit|3104
67727|mass measure|application: used in medicine|3104
67728|signalling|applications: medical diagnosis|3104
67729|flight deck|safety features: first aid kits|3104
67730|emergency road vehicle|equipment: first aid kits|3104
67731|vehicle crew|training: first aid training|3104
67732|emergency vehicle|equipment: first aid supplies|3104
67733|coach railcar|capacity: many seats|3105
67734|passenger car|number of seats: 4|3105
67735|minivan|number of seats: 9|3105
67736|passenger car|number of seats: 6|3105
67737|minivan|number of seats: 7|3105
67738|passenger car|number of seats: 7|3105
67739|minivan|number of seats: seven|3105
67740|passenger car|number of seats: seven|3105
67741|passenger car|number of seats: 5|3105
67742|coach railcar|capacity: few seats|3105
67743|passenger railway car|capacity: number of seats|3105
67744|passenger car|number of seats: five|3105
67745|minivan|number of seats: nine|3105
67746|passenger car|number of seats: four|3105
67747|minivan|number of seats: 8|3105
67748|passenger car|number of seats: 8|3105
67749|minivan|number of seats: eight|3105
67750|passenger car|number of seats: six|3105
67751|jet engine|characteristic: high-speed rotation|3106
67752|vehicle wheel|movement: spinning|3106
67753|vehicle wheel|physical property: spinning|3106
67754|vehicle wheel|physical properties: spinning|3106
67755|vehicle wheel|characteristics: spinning|3106
67756|port crane|movement: rotating|3106
67757|vehicle wheel|movement: rotating|3106
67758|aid to navigation|used for: general orientation|3107
67759|navigation|used for: orientation|3107
67760|navigation light|used for: orientation|3107
67761|aid to navigation|function: aiding orientation|3107
67762|navigation|importance: vital for orientation|3107
67763|aid to navigation|purpose: providing orientation|3107
67764|aid to navigation|function: assists in orientation|3107
67765|aid to navigation|purpose: assisting orientation|3107
67766|electrical signalling|purpose: enabling movement|3108
67767|aid to navigation|function: guides movement|3108
67768|portable bridge|purpose: facilitating movement|3108
67769|portable bridge|usage: facilitating movement|3108
67770|ship hatch|functionality: allows movement|3108
67771|tank car|construction: high-pressure|3109
67772|atmospheric region|pressure: high|3109
67773|petroleum pipeline|pressure: high|3109
67774|petroleum product pipeline|pressure: high|3109
67775|atmospheric region|pressure: low|3109
67776|petroleum pipeline|pressure: low|3109
67777|petroleum product pipeline|pressure: low|3109
67778|organic compound|properties: high boiling point|3109
67779|petroleum product pipeline|operating conditions: high pressure|3109
67780|rocket engine|operating conditions: high pressure|3109
67781|turbojet engine|operating conditions: high pressure|3109
67782|jet engine|features: high pressure|3109
67783|rocket engine|design aspect: high-pressure|3109
67784|fuel tank|pressure: high pressure|3109
67785|petroleum pipeline|pressure: high pressure|3109
67786|petroleum product pipeline|pressure: high pressure|3109
67787|jet engine|key features: high pressure|3109
67788|jet engine|characteristic: high-pressure|3109
67789|turbojet engine|characteristic: high-pressure|3109
67790|jet engine|operating conditions: high pressures|3109
67791|turbojet engine|operating conditions: high pressures|3109
67792|rocket engine|characteristic: high pressure|3109
67793|rocket engine|operation: high-pressure|3109
67794|jet engine|design: high-pressure|3109
67795|rocket engine|design: high-pressure|3109
67796|rocket engine|design considerations: high pressure|3109
67797|petroleum pipeline|operational complexity: high pressure|3109
67798|fuel tank|pressure: low pressure|3109
67799|petroleum pipeline|pressure: low pressure|3109
67800|petroleum product pipeline|pressure: low pressure|3109
67801|atmospheric region|characteristic: low pressure|3109
67802|rocket engine|characteristics: high-pressure|3109
67803|attaching|objects involved: attachment to a surface|3110
67804|attaching|object: attachment|3110
67805|truck trailer|attachment: separable|3110
67806|attaching|type of attachment: temporary|3110
67807|keeping|context: holding onto something|3110
67808|attaching|type of attachment: permanent|3110
67809|attaching|type of attachment: irreversible|3110
67810|attaching|type of attachment: reversible|3110
67811|vehicle registration|process: paper application|3111
67812|vehicle registration|process: in-person|3111
67813|vehicle registration|process: online application|3111
67814|vehicle registration|process: paperwork submission|3111
67815|vehicle registration|process: in-person application|3111
67816|vehicle registration|process: online|3111
67817|standard gauge railway|characteristics: common in many countries|3112
67818|track gauge|countries: varies by country|3112
67819|cabotage|countries: some with restrictions|3112
67820|maritime blockade|enforcer: country|3112
67821|cabotage|countries: many countries|3112
67822|track gauge|countries: adopted globally|3112
