	0	1
45759	management: coordinating	2916
45760	people involved: manager	352
45761	people involved: employee	2092
45762	people involved: team	3120
45763	features: indicator	708
45764	features: warning system	756
45765	maintenance: preventative	1986
45766	characteristics: elevated	2094
45767	purpose: provide accommodation	279
45768	operated by: charter	648
45769	type: projectiles	251
45770	secured with: locks	1172
45771	secured with: bolts	1886
45772	loaded and unloaded at: port	2506
45773	loaded and unloaded at: harbor	2506
45774	loaded and unloaded at: quay	2506
45775	loaded and unloaded at: dock	2506
45776	regulated by: customs regulations	1722
45777	regulated by: security protocols	2857
45778	commonly found on: freighter	619
45779	commonly found on: cargo ship	619
45780	commonly found on: tugboat	1218
45781	commonly found on: ferry	2679
45782	operating principle: combustion of fuel	2391
45783	operating principle: expansion of hot gases	1388
45784	location: airplane body	1804
45785	structure: strong frame	3143
45786	operations: requiring specialized crew	1913
45787	operations: dependent on weather	2641
45788	related to: international commerce	1646
45789	component: pulley wheel	2017
45790	control mechanism: electronic	2108
45791	purpose: testing car	304
45792	purpose: testing car design	304
45793	features: exact replica	3121
45794	features: functional	2622
45795	used for: car design	492
45796	used for: car testing	304
45797	used for: car development	304
45798	testing process: dynamic testing	813
45799	testing process: static testing	813
45800	testing process: environmental testing	813
45801	design: rustic	1036
45802	distance: international	2217
45803	comfort: neutral	2927
45804	road infrastructure: shared	272
45805	speed limit: varies	3122
45806	speed limit: limited	3122
45807	maintenance: potholed	402
45808	maintenance: illuminated	147
45809	type: self-imposed	2306
45810	duration: until a condition is met	314
45811	examples: economic sanctions	1902
45812	examples: blockade of a port city	1896
45813	examples: ban on certain goods	777
45814	consequences: disruption of trade	2020
45815	enforcement: by a government	3123
45816	enforcement: by an international organization	3123
45817	enforcement: by a private entity	3123
45818	capacity: carrying thousands of containers	2046
45819	features: cruising speed	957
45820	function: railway station	118
45821	operations: train departures	2885
45822	process: depolarization	2448
45823	process: repolarization	2329
45824	features: multi-modal	1496
45825	benefits: reduced traffic congestion	2628
45826	benefits: reduced carbon footprint	1252
45827	examples: rail-truck transfer	1956
45828	examples: air-land-air transport	749
45829	size: multiple cars	2282
45830	use: long distance travel	2343
45831	use: special events	791
45832	reputation: cheap	1939
45833	responsibilities: traffic regulation	1428
45834	focus areas: infrastructure	2047
45835	transportation modes: roads	2384
45836	transportation modes: highways	2384
45837	transportation modes: airports	1442
45838	propulsion: anchors	597
45839	operations: crossing oceans	2574
45840	function: social	2227
45841	function: economic	778
45842	transportation: highway	2384
45843	transportation: expressway	2384
45844	purpose: fast travel	2343
45845	purpose: reduced traffic	2628
45846	features: high speed limits	3122
45847	features: separate lanes for different directions	2398
45848	design: divided highway	2398
45849	design: controlled-access highway	272
45850	design: expressway with interchanges	2056
45851	purpose: shipping petroleum	338
45852	used for: generating power	63
45853	construction: tanker hull	11
45854	frequency: peak hours only	1590
45855	route network: flexible routes	1390
45856	route network: on-demand service	3159
45857	vehicle type: ferry boats	965
45858	operator: public-private partnership	1387
45859	equipment: mud system	170
45860	activity: exploration	98
45861	activity: production	2076
45862	activity: maintenance	934
45863	usage: family road trip	643
45864	usage: work van	312
45865	body style: box van	312
45866	popular brands: mercedes-benz	413
45867	popular brands: chevrolet	1498
45868	popular brands: ram	1499
45869	definition: interdiction of a country's seaports	1895
45870	definition: prevention of trade	777
45871	methods: aircraft	300
45872	history: implemented by countries	2507
45873	history: against countries	2772
45874	features: navigation marks	2504
45875	function: guiding vessels	1040
45876	function: preventing grounding	584
45877	importance: reducing risk	1071
45878	importance: increasing efficiency	1673
45879	importance: promoting trade	2185
45880	parts: battery	394
45881	parts: frame	2486
45882	height: below water	2094
45883	located at: channel	1678
45884	located at: buoy field	1633
45885	destination: bus terminal	282
45886	activity: organization	24
45887	activity: leadership	3162
45888	goals: achieving targets	2272
45889	goals: meeting deadlines	2272
45890	challenges: staff motivation	1285
45891	features: pusher propellers	2577
45892	features: tandem wings	2845
45893	characteristics: non-reactive	760
45894	height: above 50 km	3124
45895	height: above 20 km	3124
45896	height: above 10 km	3124
45897	temperature: freezing	160
45898	geometry: grid-like	1578
45899	traffic flow: diverge	583
45900	traffic flow: cross	583
45901	construction: asphalt	2833
45902	usage: local	2376
45903	safety: busy	214
45904	safety: quiet	767
45905	transmission: semi-automatic	2889
45906	information: flight plans	1869
45907	information: weather reports	2323
45908	information: air traffic	585
45909	actions: clearance	1751
45910	actions: instruction	1561
45911	actions: warning	1180
45912	settings: airspace	832
45913	settings: altitudes	764
45914	settings: routes	2616
45915	action: maintaining	2644
45916	functions: aircraft routing	2890
45917	regulations: following international regulations	1912
45918	regulations: adhering to national regulations	2281
45919	regulations: ensuring compliance	1912
45920	importance: ensuring safe air travel	1762
45921	importance: efficient air traffic management	1300
45922	function: allow egress	769
45923	function: allow ingress	769
45924	usage: emergency exit	1318
45925	safety feature: emergency lighting	3125
45926	categories: passenger ships	2735
45927	categories: cargo ships	66
45928	categories: tankers	11
45929	categories: warships	10
45930	functions: safety	134
45931	functions: environmental protection	2166
45932	functions: trade facilitation	2012
45933	types: straits	1652
45934	location: commercial	1833
45935	location: residential	1113
45936	facilities: parking spots	607
45937	features: good towing capacity	3126
45938	definition: property that depends on another property	3127
45939	definition: dependent attribute	590
45940	usage: used in machine learning	1188
45941	example: sex	1307
45942	relationship: correlated with	2315
45943	measurement: quantitative	3128
45944	composition: non-metallic	2545
45945	function: sustaining	1191
45946	properties: ability to reproduce	1903
45947	properties: response to environment	1338
45948	properties: interconnectedness	626
45949	payer: individual	2895
45950	payer: company	1830
45951	payer: government	2815
45952	circumstances: violation of law	1192
45953	circumstances: non-payment of debt	1242
45954	circumstances: breach of contract	1192
45955	process: court order	947
45956	process: administrative decision	3039
45957	process: arbitration	947
45958	purpose: maintain supply chain	2100
45959	used for: personal	396
45960	operators: logistics firms	1843
45961	component: tank	2811
45962	component: container	550
45963	maintenance: filled with fuel	398
45964	safety: vented for pressure release	399
45965	safety: protected from fire	1894
45966	features: maneuverability	443
45967	features: visibility	831
45968	implementation: banning exports	777
45969	example: russia sanctions	1902
45970	features: isolated	3052
45971	environmental impact: controlled	2202
45972	environmental impact: monitored	754
45973	detection methods: observation	257
45974	detection methods: inference	1568
45975	detection methods: experimentation	813
45976	importance: distinguishes objects	1753
45977	importance: affects behavior	3129
45978	examples: eye color	2403
45979	examples: intelligence	1983
45980	examples: honesty	1464
45981	relation to external attributes: correlated	3130
45982	relation to external attributes: independent	3130
45983	relation to external attributes: contradictory	3130
45984	components: crankshaft	1906
45985	components: fuel injection	633
